procedure_code,procedure_descrption,category,proc_sk
93306,Echocardiogram,Imaging,704
27447,Knee replacement,Surgery,705
95816,EEG,Diagnostic,706
99213,Pediatric office visit,Evaluation & Management,707
80047,Renal panel,Lab,708
90791,Psychiatric diagnostic eval,Evaluation & Management,709
96372,Therapeutic injection,Procedure,710
76830,Pelvic ultrasound,Imaging,711
00520,Anesthesia for procedures,Procedure,712
99213,Office/outpatient visit EST,Evaluation & Management,713
35301,Bypass graft,Surgery,714
00520,Anesthesia for procedures,Procedure,715
99213,Office/outpatient visit EST,Evaluation & Management,716
A0425,Ambulance service,Procedure,717
35301,Rechanneling of artery,Surgery,718
99213,Office/outpatient visit EST,Evaluation & Management,719
58150,Cesarean delivery,Surgery,720
00520,Anesthesia for procedures,Procedure,721
88305,Pathology tissue exam,Lab,722
20610,"Drain/inject, joint/bursa",Procedure,723
17000,Destruction benign lesion,Procedure,724
80050,General health panel,Lab,725
92511,Nasopharyngoscopy,Diagnostic,726
31500,Intubation,Procedure,727
92511,Nasopharyngoscopy,Diagnostic,728
90471,Immunization administration,Preventive,729
11721,Debridement nail,Procedure,730
15734,Scar revision,Procedure,731
88305,Tissue exam by pathologist,Lab,732
88305,Tissue exam by pathologist,Lab,733
80050,General health panel,Lab,734
88305,Tissue exam by pathologist,Lab,735
11721,Debridement nail,Procedure,736
92511,Speech audiometry,Diagnostic,737
20610,"Arthrocentesis, small joint",Procedure,738
94010,Pulmonary function test,Diagnostic,739
11721,Debridement nail,Procedure,740
50360,Transplantation of kidney,Procedure,741
15734,"Muscle-skin graft, trunk",Procedure,742
54520,Orchiectomy,Surgery,743
11721,"Debride nail, 6 or more",Procedure,744
35301,Bypass graft,Surgery,745
00520,Anesthesia for procedures,Procedure,746
15734,Scar revision,Procedure,747
99213,Office/outpatient visit EST,Evaluation & Management,748
99285,Emergency department visit - high severity,Emergency,749
99285,Emergency department visit - high severity,Emergency,750
96372,Therapeutic injection,Procedure,751
95115,Allergy testing,Procedure,752
95816,EEG,Diagnostic,753
93458,Cardiac cath,Procedure,754
80050,General health panel,Lab,755
76830,Pelvic ultrasound,Imaging,756
70450,CT Head without contrast,Imaging,757
92511,Speech audiometry,Diagnostic,758
71020,Chest x-ray,Imaging,759
95115,Allergy testing,Procedure,760
90471,Immunization administration,Preventive,761
76830,Pelvic ultrasound,Imaging,762
93458,Unknown Procedure,Procedure,763
99285,Emergency department visit - high severity,Emergency,764
71020,Chest X-ray,Imaging,765
11102,Unknown Procedure,Procedure,766
12001,Simple repair of wound,Procedure,767
99214,"Office/outpatient visit, est",Evaluation & Management,768
52000,Cystoscopy,Procedure,769
88305,Pathology tissue exam,Lab,770
95115,Allergy testing,Procedure,771
80047,Renal panel,Lab,772
90792,Rheumatology consult,Evaluation & Management,773
71020,Chest X-ray,Imaging,774
27447,Total knee arthroplasty,Surgery,775
80048,Thyroid panel,Lab,776
35301,Bypass graft,Surgery,777
87070,"Culture, bacterial",Lab,778
88305,Pathology tissue exam,Lab,779
49900,Appendectomy,Surgery,780
80048,Thyroid panel,Lab,781
76830,Pelvic ultrasound,Imaging,782
99213,Office visit,Evaluation & Management,783
67028,Retinal surgery,Surgery,784
11102,Skin lesion excision,Procedure,785
96372,Therapeutic injection,Procedure,786
88305,Pathology tissue exam,Lab,787
31231,Nasal polypectomy,Procedure,788
92014,Ophthalmology exam,Evaluation & Management,789
35301,Bypass graft,Surgery,790
90791,Psychiatric diagnostic eval,Evaluation & Management,791
70450,CT Head without contrast,Imaging,792
93458,Cardiac cath,Procedure,793
95115,"Immunotherapy, one injection",Procedure,794
67028,Injection eye drug,Surgery,795
90471,Immunization administration,Preventive,796
A0425,Unknown Procedure,Procedure,797
96372,Therapeutic injection,Procedure,798
31231,Nasal polypectomy,Procedure,799
58150,Cesarean delivery,Surgery,800
90792,Rheumatology consult,Evaluation & Management,801
20610,"Arthrocentesis, small joint",Procedure,802
88305,Pathology tissue exam,Lab,803
90791,Psychiatric diagnostic eval,Evaluation & Management,804
A0425,Ambulance service,Procedure,805
93306,Echocardiogram,Imaging,806
88305,Pathology tissue exam,Lab,807
11721,Debridement nail,Procedure,808
35301,Bypass graft,Surgery,809
88305,Pathology tissue exam,Lab,810
80047,Unknown Procedure,Lab,811
71020,Chest x-ray,Imaging,812
11721,Debridement nail,Procedure,813
00520,Anesthesia for procedures,Procedure,814
88305,Pathology tissue exam,Lab,815
90791,Psychiatric diagnostic eval,Evaluation & Management,816
80050,General health panel,Lab,817
92014,Ophthalmology exam,Evaluation & Management,818
99213,Office visit,Evaluation & Management,819
80047,Renal panel,Lab,820
96372,Unknown Procedure,Procedure,821
90791,Psychiatric diagnostic eval,Evaluation & Management,822
35301,Bypass graft,Surgery,823
15734,Scar revision,Procedure,824
90471,Immunization administration,Preventive,825
31500,Insert emergency airway,Procedure,826
95117,Allergy injection,Procedure,827
88305,Pathology tissue exam,Lab,828
94010,Pulmonary function test,Diagnostic,829
11721,Debridement nail,Procedure,830
95816,EEG,Diagnostic,831
95115,Allergy testing,Procedure,832
58150,Cesarean delivery,Surgery,833
90792,Rheumatology consult,Evaluation & Management,834
00520,Anesthesia for procedures,Procedure,835
90791,Psychiatric diagnostic eval,Evaluation & Management,836
99213,Office/outpatient visit EST,Evaluation & Management,837
11721,Debridement nail,Procedure,838
49900,Appendectomy,Surgery,839
87070,"Culture, bacterial",Lab,840
71020,Chest x-ray,Imaging,841
99213,Pediatric office visit,Evaluation & Management,842
90792,Rheumatology consult,Evaluation & Management,843
27447,Knee replacement,Surgery,844
31231,"Nasal endoscopy, dx",Procedure,845
70450,CT Head without contrast,Imaging,846
31231,Nasal polypectomy,Procedure,847
88305,Pathology tissue exam,Lab,848
90791,Psychiatric diagnostic eval,Evaluation & Management,849
80047,Renal panel,Lab,850
80050,General health panel,Lab,851
90791,Psychiatric diagnostic eval,Evaluation & Management,852
88305,Pathology tissue exam,Lab,853
71020,Chest X-ray,Imaging,854
52000,Cystoscopy,Procedure,855
11721,Debridement nail,Procedure,856
90471,Immunization administration,Preventive,857
12001,Simple repair of wound,Procedure,858
90471,Immunization administration,Preventive,859
90791,Psychiatric diagnostic eval,Evaluation & Management,860
90792,Rheumatology consult,Evaluation & Management,861
90791,Psychiatric diagnostic eval,Evaluation & Management,862
96413,Chemotherapy administration,Procedure,863
67028,Retinal surgery,Surgery,864
71020,Chest x-ray,Imaging,865
80050,General health panel,Lab,866
93000,Electrocardiogram,Diagnostic,867
54520,Orchiectomy,Surgery,868
35301,Rechanneling of artery,Surgery,869
90471,Immunization administration,Preventive,870
00520,Anesthesia for procedures,Procedure,871
93000,"Electrocardiogram, complete",Diagnostic,872
15734,Scar revision,Procedure,873
A0425,Ambulance service,Procedure,874
95115,Allergy testing,Procedure,875
11102,Skin lesion excision,Procedure,876
35301,Bypass graft,Surgery,877
80048,Thyroid panel,Lab,878
90471,Immunization administration,Preventive,879
27447,Knee replacement,Surgery,880
12001,Simple repair of wound,Procedure,881
88305,Pathology tissue exam,Lab,882
35301,Bypass graft,Surgery,883
31500,Intubation,Procedure,884
71020,Chest X-ray,Imaging,885
35301,Bypass graft,Surgery,886
80048,Thyroid panel,Lab,887
88305,Pathology tissue exam,Lab,888
35301,Bypass graft,Surgery,889
00520,Anesthesia for procedures,Procedure,890
35301,Bypass graft,Surgery,891
A0425,Ambulance service,Procedure,892
88305,Pathology tissue exam,Lab,893
99285,Emergency dept visit,Emergency,894
54520,Orchiectomy,Surgery,895
11102,Skin lesion excision,Procedure,896
50360,Dialysis access procedure,Procedure,897
76830,Pelvic ultrasound,Imaging,898
99213,Office/outpatient visit EST,Evaluation & Management,899
17000,Destruction benign lesion,Procedure,900
80048,Thyroid panel,Lab,901
96413,Chemotherapy administration,Procedure,902
50360,Transplantation of kidney,Procedure,903
11102,Skin lesion excision,Procedure,904
95115,Allergy testing,Procedure,905
00520,Anesthesia for procedures,Procedure,906
49900,Appendectomy,Surgery,907
90792,Unknown Procedure,Evaluation & Management,908
A0425,Ambulance service,Procedure,909
90792,Rheumatology consult,Evaluation & Management,910
12001,Simple repair of wound,Procedure,911
93458,Cardiac cath,Procedure,912
99213,Pediatric office visit,Evaluation & Management,913
99213,Pediatric office visit,Evaluation & Management,914
99214,Office/outpatient visit EST - extended,Evaluation & Management,915
99213,Office/outpatient visit EST,Evaluation & Management,916
90471,Immunization admin,Preventive,917
11721,Debridement nail,Procedure,918
52000,Cystoscopy,Procedure,919
11721,Debridement nail,Procedure,920
31500,Insert emergency airway,Procedure,921
99213,Office/outpatient visit EST,Evaluation & Management,922
11721,Debridement nail,Procedure,923
88305,Pathology tissue exam,Lab,924
90791,Psychiatric diagnostic eval,Evaluation & Management,925
35301,Bypass graft,Surgery,926
92014,Ophthalmology exam,Evaluation & Management,927
00520,Anesthesia for procedures,Procedure,928
95117,Allergy injection,Procedure,929
90791,Psychiatric diagnostic eval,Evaluation & Management,930
99213,Office/outpatient visit EST,Evaluation & Management,931
90791,Psychiatric diagnostic eval,Evaluation & Management,932
A0425,Ambulance service,Procedure,933
80050,General health panel,Lab,934
99214,Office visit extended,Evaluation & Management,935
31231,Nasal polypectomy,Procedure,936
87070,"Culture, bacterial",Lab,937
A0425,Ambulance service,Procedure,938
90792,Rheumatology consult,Evaluation & Management,939
95117,Immunotherapy injections,Procedure,940
92014,Ophthalmology exam,Evaluation & Management,941
95117,Allergy injection,Procedure,942
31500,Intubation,Procedure,943
15734,Scar revision,Procedure,944
90791,Psychiatric diagnostic eval,Evaluation & Management,945
58150,Cesarean delivery,Surgery,946
43239,EGD,Procedure,947
90791,Psychiatric diagnostic eval,Evaluation & Management,948
58150,Cesarean delivery,Surgery,949
35301,Bypass graft,Surgery,950
35301,Bypass graft,Surgery,951
76830,Pelvic ultrasound,Imaging,952
99213,Office/outpatient visit EST,Evaluation & Management,953
90792,Rheumatology consult,Evaluation & Management,954
99213,Office visit,Evaluation & Management,955
99285,Emergency department visit - high severity,Emergency,956
67028,Retinal surgery,Surgery,957
35301,Bypass graft,Surgery,958
80048,Thyroid panel,Lab,959
80050,General health panel,Lab,960
54520,Orchiectomy,Surgery,961
00520,Anesthesia for procedures,Procedure,962
17000,Destruction benign lesion,Procedure,963
31500,Intubation,Procedure,964
11721,Debridement nail,Procedure,965
20610,"Arthrocentesis, small joint",Procedure,966
17000,Destruction benign lesion,Procedure,967
58150,Cesarean delivery,Surgery,968
93000,Electrocardiogram,Diagnostic,969
96372,Therapeutic injection,Procedure,970
99213,Office/outpatient visit EST,Evaluation & Management,971
31500,Insert emergency airway,Procedure,972
99285,Emergency dept visit,Emergency,973
90792,Rheumatology consult,Evaluation & Management,974
00520,Anesthesia for procedures,Procedure,975
88305,Pathology tissue exam,Lab,976
31231,Nasal polypectomy,Procedure,977
58150,Cesarean delivery,Surgery,978
15734,Scar revision,Procedure,979
12001,Simple repair of wound,Procedure,980
99213,Office visit,Evaluation & Management,981
96372,Therapeutic injection,Procedure,982
88305,Pathology tissue exam,Lab,983
15734,Scar revision,Procedure,984
92511,Speech audiometry,Diagnostic,985
27447,Knee replacement,Surgery,986
99213,Pediatric office visit,Evaluation & Management,987
11102,Unknown Procedure,Procedure,988
80050,General health panel,Lab,989
90792,Rheumatology consult,Evaluation & Management,990
96372,Therapeutic injection,Procedure,991
88305,Pathology tissue exam,Lab,992
20610,"Arthrocentesis, small joint",Procedure,993
99214,Office visit extended,Evaluation & Management,994
80050,General health panel,Lab,995
A0425,Ambulance service,Procedure,996
20610,"Arthrocentesis, small joint",Procedure,997
20610,"Drain/inject, joint/bursa",Procedure,998
A0425,Ambulance service,Procedure,999
88305,Pathology tissue exam,Lab,1000
52000,Cystoscopy,Procedure,1001
12001,Simple repair of wound,Procedure,1002
95816,EEG,Diagnostic,1003
93000,Electrocardiogram,Diagnostic,1004
43239,EGD,Procedure,1005
31231,Nasal polypectomy,Procedure,1006
27447,Knee replacement,Surgery,1007
31231,Nasal polypectomy,Procedure,1008
96413,Chemotherapy administration,Procedure,1009
87070,"Culture, bacterial",Lab,1010
27447,Knee replacement,Surgery,1011
11102,Skin lesion excision,Procedure,1012
90471,Immunization administration,Preventive,1013
80050,General health panel,Lab,1014
99214,Office/outpatient visit EST - extended,Evaluation & Management,1015
90791,Psychiatric diagnostic eval,Evaluation & Management,1016
70450,CT Head without contrast,Imaging,1017
88305,Pathology tissue exam,Lab,1018
43239,"Upper GI endoscopy, biopsy",Procedure,1019
A0425,Ambulance service,Procedure,1020
99214,Office/outpatient visit EST - extended,Evaluation & Management,1021
90792,Rheumatology consult,Evaluation & Management,1022
93306,Echocardiogram,Imaging,1023
90471,Immunization administration,Preventive,1024
00520,Anesthesia for procedures,Procedure,1025
80050,General health panel,Lab,1026
71020,Chest X-ray,Imaging,1027
70450,CT Head without contrast,Imaging,1028
76830,Pelvic ultrasound,Imaging,1029
27447,Knee replacement,Surgery,1030
99213,Office visit,Evaluation & Management,1031
90471,Immunization administration,Preventive,1032
11721,Debridement nail,Procedure,1033
99214,Office visit extended,Evaluation & Management,1034
80048,Thyroid panel,Lab,1035
93306,Echocardiogram,Imaging,1036
A0425,Ambulance service,Procedure,1037
96413,Chemotherapy administration,Procedure,1038
58150,Cesarean delivery,Surgery,1039
90791,Psychiatric diagnostic eval,Evaluation & Management,1040
71020,Chest x-ray,Imaging,1041
90471,Immunization administration,Preventive,1042
71020,Chest X-ray,Imaging,1043
17000,Destruction benign lesion,Procedure,1044
00520,Unknown Procedure,Procedure,1045
58150,Cesarean delivery,Surgery,1046
12001,Simple repair of wound,Procedure,1047
52000,Cystoscopy,Procedure,1048
95115,Allergy testing,Procedure,1049
90791,Psychiatric diagnostic eval,Evaluation & Management,1050
31231,Nasal polypectomy,Procedure,1051
99214,Office visit extended,Evaluation & Management,1052
27447,Knee replacement,Surgery,1053
70450,CT Head without contrast,Imaging,1054
99214,Office/outpatient visit EST - extended,Evaluation & Management,1055
A0425,Ambulance service,Procedure,1056
95810,Nerve conduction study,Diagnostic,1057
80050,General health panel,Lab,1058
90791,Psychiatric diagnostic eval,Evaluation & Management,1059
94010,Pulmonary function test,Diagnostic,1060
99214,Office/outpatient visit EST - extended,Evaluation & Management,1061
15734,Scar revision,Procedure,1062
90792,Rheumatology consult,Evaluation & Management,1063
99213,Pediatric office visit,Evaluation & Management,1064
35301,Bypass graft,Surgery,1065
99213,Office/outpatient visit EST,Evaluation & Management,1066
93000,Electrocardiogram,Diagnostic,1067
58150,Cesarean delivery,Surgery,1068
A0425,Unknown Procedure,Procedure,1069
88305,Pathology tissue exam,Lab,1070
99214,Office visit extended,Evaluation & Management,1071
92014,Ophthalmology exam,Evaluation & Management,1072
